"Material_Classification","Material_Details_JPN","Material_Details_EN","inconsistent"
"Charred Remain","炭化材(樹種不明)",NA,FALSE
"Charred Remain","炭化材（樹種同定分析No.15、コナラ属コナラ亜属コナラ節）",NA,FALSE
"Charred Remain","炭化材（樹種同定分析No.9、樹皮＝ハンノキ属）",NA,FALSE
"Charred Remain","炭化材(灰質)",NA,FALSE
"Charred Remain","炭化材（炭化樹皮・住居建築材）",NA,FALSE
"Charred Remain","炭化材(環孔材?)",NA,FALSE
"Charred Remain","炭化材（環孔材。つる性木本）",NA,FALSE
"Charred Remain","炭化材(環孔材)",NA,FALSE
"Charred Remain","炭化材（環孔材）",NA,FALSE
"Charred Remain","炭化材(環孔材広葉樹)",NA,FALSE
"Charred Remain","炭化材(環孔材類似)",NA,FALSE
"Charred Remain","炭化材（細材）",NA,FALSE
"Charred Remain","炭化材(薄板材)",NA,FALSE
"Charred Remain","炭化材(角または丸材)",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭1）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭17）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭18）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭3）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭4）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭6）",NA,FALSE
"Charred Remain","炭化材（遺物番号　炭73）",NA,FALSE
"Charred Remain","炭化材(部位不明)",NA,FALSE
"Charred Remain","炭化材(針葉樹、カエデ属、トネリコ属、環孔材)",NA,FALSE
"Charred Remain","炭化材(針葉樹、コナラ属)",NA,FALSE
"Charred Remain","炭化材(針葉樹:小枝)",NA,FALSE
"Charred Remain","炭化材(針葉樹？)",NA,FALSE
"Charred Remain","炭化材(針葉樹)",NA,FALSE
"Charred Remain","炭化材（針葉樹）",NA,FALSE
"Charred Remain","炭化材(針葉樹4年輪分)",NA,FALSE
"Charred Remain","炭化材(針葉樹フシ部約2〜3年輪分)",NA,FALSE
"Charred Remain","炭化材2(コナラ属コナラ亜科コナラ節)",NA,FALSE
"Charred Remain","炭化材A(ニレ科ニレ属)･炭化材B(ブナ科コナラ属アカガシ亜属)",NA,FALSE
"Charred Remain","炭化材No.104（キハダ、内側から10年輪目）",NA,FALSE
"Charred Remain","炭化材No.104（キハダ、内側から17年輪目）",NA,FALSE
"Charred Remain","炭化材No.104（キハダ、内側から1年輪目）",NA,FALSE
"Charred Remain","炭化材No.104（キハダ、内側から5年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から10年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から15年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から1年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から20年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から28年輪目）",NA,FALSE
"Charred Remain","炭化材No.310（トドマツ、内側から5年輪目）",NA,FALSE
"Charred Remain","炭化材W1(ハンノキ節)",NA,FALSE
"Charred Remain","炭化材コナラ属コナラ亜属コナラ節",NA,FALSE
"Charred Remain","炭化材サクラ属",NA,FALSE
"Charred Remain","炭化材トネリコ属",NA,FALSE
"Charred Remain","炭化材一括(コナラ属コナラ亜科コナラ節)",NA,FALSE
"Soil","炭化材含む土壌",NA,FALSE
"Charred Remain","炭化材広葉樹",NA,FALSE
"Charred Remain","炭化材広葉樹（環孔材）",NA,FALSE
"Charred Remain","炭化材散孔材",NA,FALSE
"Charred Remain","炭化材片",NA,FALSE
"Charred Remain","炭化材片･炭化物片",NA,FALSE
"Charred Remain","炭化材片(シイ属)",NA,FALSE
"Charred Remain","炭化材片(ヤマモモ)",NA,FALSE
"Charred Remain","炭化材片（針葉樹）最終形成年輪以外部位不明",NA,FALSE
"Charred Remain","炭化材環孔材",NA,FALSE
"Charred Remain","炭化材等",NA,FALSE
"Charred Seed","炭化果実",NA,FALSE
"Charred Seed","炭化果実(エゴマ)",NA,FALSE
"Charred Seed","炭化栗",NA,FALSE
"Charred Seed","炭化核(オニグルミ)",NA,FALSE
"Charred Remain","炭化植物",NA,TRUE
"Other Charred Remains","炭化植物",NA,TRUE
"Charred Remain","炭化植物(イネ科)",NA,FALSE
"Peat","炭化植物(ピート)",NA,FALSE
"Charred Remain","炭化植物(草本類)",NA,FALSE
"Charred Remain","炭化植物片(エノキ属、タケ亜科)",NA,FALSE
"Charred Remain","炭化植物片(クリ、イネ科)",NA,FALSE
"Charred Remain","炭化植物片(タケ･ササ類)",NA,FALSE
"Charred Remain","炭化植物片（花柱または柱頭）",NA,FALSE
"Charred Remain","炭化植物遺体",NA,TRUE
"Other Charred Remains","炭化植物遺体",NA,TRUE
"Charred Remain","炭化植物遺体･草本？",NA,FALSE
"Charred Remain","炭化植物遺体(イネ科)",NA,FALSE
"Wood","炭化植物遺体(イネ科稈)",NA,FALSE
"Charred Remain","炭化植物遺体(イネ科草本)",NA,FALSE
"Charred Remain","炭化植物遺体(タケ)",NA,FALSE
"Charred Remain","炭化植物遺体（タケ亜科）",NA,FALSE
"Charred Remain","炭化植物遺体(ヨシ属茎)",NA,FALSE
"Charred Remain","炭化植物遺体（単子葉類）",NA,FALSE
"Charred Remain","炭化植物遺体（双子葉類）",NA,FALSE
"Charred Remain","炭化植物遺体(稈)(イネ科)",NA,FALSE
"Charred Remain","炭化植物遺体(草本)",NA,FALSE
"Charred Remain","炭化植物遺体（草本）",NA,FALSE
"Charred Remain","炭化植物遺体(草本)　",NA,FALSE
"Charred Remain","炭化植物遺体(草本植物)",NA,FALSE
"Charred Remain","炭化植物遺体(部位不明)",NA,FALSE
"Charred Remain","炭化樹皮",NA,FALSE
"Charred Remain","炭化樹皮（壁材もしくは屋根材）",NA,FALSE
"Other Charred Remains","炭化物",NA,TRUE
"Wood","炭化物",NA,TRUE
"Charred Remain","炭化物",NA,TRUE
"Soil","炭化物",NA,TRUE
"Other Charred Remains","炭化物
",NA,FALSE
NA,"炭化物･土壌",NA,FALSE
"Charred Remain","炭化物・材",NA,FALSE
"Charred Remain","炭化物･材",NA,FALSE
"Charred Remain","炭化物・材　クルミ",NA,FALSE
"Charred Remain","炭化物・材（クリ）",NA,FALSE
"Charred Remain","炭化物・材（コナラ節）",NA,FALSE
"Charred Remain","炭化物･材(シイノキ属)",NA,FALSE
"Charred Remain","炭化物・材（ハンノキ亜属）",NA,FALSE
"Charred Remain","炭化物・材（ブドウ属）",NA,FALSE
"Charred Remain","炭化物・材（小枝）",NA,FALSE
"Charred Remain","炭化物・材（枝）",NA,FALSE
"Charred Remain","炭化物・材（樹皮）",NA,FALSE
"Charred Remain","炭化物・材（節）",NA,FALSE
"Charred Remain","炭化物・材（針葉樹）",NA,FALSE
"Charred Remain","炭化物・植物遺体（タケ亜科、稈）",NA,FALSE
"Charred Remain","炭化物・植物遺体（単子葉類）",NA,FALSE
"Charred Seed","炭化物・種子",NA,FALSE
"Charred Seed","炭化物･種子(イネ)",NA,FALSE
"Charred Seed","炭化物・種実",NA,FALSE
"Charred Seed","炭化物･種実(オニグルミ核)",NA,FALSE
"Charred Seed","炭化物・種実（クルミ）",NA,FALSE
"Charred Seed","炭化物・種実（ブドウ）",NA,FALSE
"Other Charred Remains","炭化物?",NA,FALSE
"Other Charred Remains","炭化物？",NA,TRUE
"Charred Remain","炭化物？",NA,TRUE
"Organic Residue from Pottery","炭化物（ⅡB５土器付着）",NA,FALSE
"Organic Residue from Pottery","炭化物（ⅢB２土器付着）",NA,FALSE
"Other Charred Remains","炭化物(№109)",NA,FALSE
"Charred Seed","炭化物（アズキ）",NA,FALSE
"Charred Remain","炭化物(アスナロ)",NA,FALSE
"Charred Remain","炭化物(イチイ)",NA,FALSE
"Charred Remain","炭化物(イネ属)",NA,FALSE
"Charred Remain","炭化物(イネ科)",NA,FALSE
"Charred Remain","炭化物（イネ科）",NA,FALSE
"Charred Remain","炭化物(イネ科稈)",NA,FALSE
"Charred Remain","炭化物（ウルシ科）",NA,FALSE
"Charred Remain","炭化物(オニグルミ)",NA,TRUE
"Charred Seed","炭化物(オニグルミ)",NA,TRUE
"Other Charred Remains","炭化物（カーボン）",NA,FALSE
"Charred Remain","炭化物(カエデ属)",NA,FALSE
"Charred Remain","炭化物（カエデ属）",NA,FALSE
"Charred Remain","炭化物(カツラ)",NA,FALSE
"Charred Seed","炭化物（キハダ種子）",NA,FALSE
"Charred Seed","炭化物（キビ）",NA,FALSE
"Charred Seed","炭化物(クリ･クルミ)",NA,FALSE
"Charred Seed","炭化物(クリ？)",NA,FALSE
"Charred Remain","炭化物(クリ)",NA,TRUE
"Charred Seed","炭化物(クリ)",NA,TRUE
"Charred Seed","炭化物（クルミ？）",NA,FALSE
"Charred Seed","炭化物(クルミ)",NA,TRUE
"Charred Remain","炭化物(クルミ)",NA,TRUE
"Charred Seed","炭化物(クルミほか)",NA,FALSE
"Charred Seed","炭化物（クルミ属）",NA,FALSE
"Charred Seed","炭化物（クルミ属内果皮）",NA,FALSE
"Charred Seed","炭化物（クルミ核片）",NA,FALSE
"Charred Seed","炭化物(クルミ殻)",NA,FALSE
"Charred Remain","炭化物(ケヤキ)",NA,FALSE
"Charred Remain","炭化物（コナラ属）",NA,FALSE
"Charred Remain","炭化物(コナラ属アカガシ亜属)",NA,FALSE
"Charred Remain","炭化物(コナラ属クヌギ節)",NA,FALSE
"Charred Remain","炭化物(コナラ属コナラ亜属クヌギ節)",NA,FALSE
"Charred Remain","炭化物(コナラ属コナラ節)",NA,FALSE
"Charred Seed","炭化物（コナラ属子葉）",NA,FALSE
"Charred Remain","炭化物（コナラ節）",NA,FALSE
"Charred Seed","炭化物（コムギ）",NA,FALSE
"Charred Remain","炭化物(サクラ属)",NA,FALSE
"Charred Remain","炭化物(サクラ属)　",NA,FALSE
"Charred Remain","炭化物(タケ亜科)",NA,FALSE
"Charred Remain","炭化物(トウヒ属カラマツ)",NA,FALSE
"Charred Seed","炭化物(トチノキ種子)",NA,FALSE
"Charred Seed","炭化物(トチノキ種子他)",NA,FALSE
"Charred Remain","炭化物(トネリコ属)",NA,FALSE
"Charred Seed","炭化物(ドングリ)",NA,FALSE
"Other Charred Remains","炭化物（ニレ科：エノキ属またはケヤキ）",NA,FALSE
"Charred Remain","炭化物(ハンノキ亜属)",NA,FALSE
"Charred Seed","炭化物（ブドウ科）",NA,FALSE
"Charred Remain","炭化物(ブナ科)",NA,FALSE
"Charred Remain","炭化物(マツ属)",NA,FALSE
"Other Charred Remains","炭化物（マツ属）",NA,FALSE
"Charred Remain","炭化物(マツ属複維管束亜属)",NA,FALSE
"Charred Remain","炭化物(モクレン属)",NA,FALSE
"Charred Remain","炭化物(モミ属)",NA,FALSE
"Charred Remain","炭化物(ヤナギ属)",NA,FALSE
"Other Charred Remains","炭化物（ヤブツバキ）",NA,FALSE
"Charred Remain","炭化物(ヤマグワ)",NA,FALSE
"Charred Seed","炭化物(ユリ科鱗茎)",NA,FALSE
"Charred Remain","炭化物(ワラビ炭化葉柄)",NA,FALSE
"Other Charred Remains","炭化物(不明)",NA,FALSE
"Other Charred Remains","炭化物（不明）",NA,FALSE
"Charred Remain","炭化物（冬芽）",NA,FALSE
"Charred Seed","炭化物(分類群不明果実核)",NA,FALSE
"Other Charred Remains","炭化物(動物の脂?)",NA,FALSE
"Organic Residue from Pottery","炭化物（土器内付着）",NA,FALSE
"Organic Residue from Pottery","炭化物（土器内底部付着物）",NA,FALSE
"Organic Residue from Pottery","炭化物（土器口縁に付着）",NA,FALSE
"Other Charred Remains","炭化物(土塊)",NA,FALSE
"Other Charred Remains","炭化物(土壌混じり)",NA,FALSE
"Charred Seed","炭化物（堅果）",NA,FALSE
"Other Charred Remains","炭化物(大)",NA,FALSE
"Other Charred Remains","炭化物（広葉樹：ニレ科やヤマグワ？）",NA,FALSE
"Charred Remain","炭化物（材）",NA,FALSE
"Charred Remain","炭化物（材）　フローテーション採集資料",NA,FALSE
"Other Charred Remains","炭化物(植物片)",NA,FALSE
"Charred Seed","炭化物(植物遺体)",NA,FALSE
"Charred Remain","炭化物(樹木片)",NA,FALSE
"Charred Remain","炭化物(樹皮)",NA,FALSE
"Organic Residue from Pottery","炭化物（深鉢型土器1の底部に付着したスス）",NA,FALSE
"Human Bone","炭化物(火葬人骨)",NA,FALSE
"Other Charred Remains","炭化物(灰質炭化物)",NA,FALSE
"Charred Remain","炭化物（炭化材と種実遺体（ヤマグワ、オニグルミ）が混在）",NA,FALSE
"Charred Remain","炭化物（炭化材と種実遺体（広葉樹オニグルミ）が混在）",NA,FALSE
NA,"炭化物(炭化種実？)",NA,FALSE
"Charred Seed","炭化物(炭化米)",NA,FALSE
NA,"炭化物(炭素量不足の為､周囲土壌を含めて測定)",NA,FALSE
"Other Charred Remains","炭化物(由来不明)",NA,FALSE
"Other Charred Remains","炭化物(石器付着)",NA,FALSE
"Charred Seed","炭化物(種子?)",NA,FALSE
"Charred Seed","炭化物（種子？）",NA,FALSE
"Other Charred Remains","炭化物(繊維状)(イネ属･ススキ属･ウシクサ属)",NA,FALSE
"Other Charred Remains","炭化物(繊維状)(イネ科タケ亜科)",NA,FALSE
"Charred Remain","炭化物(草本･イネ科稈)",NA,FALSE
"Charred Remain","炭化物(草本?)",NA,FALSE
"Charred Remain","炭化物(草本室茎)",NA,FALSE
"Charred Remain","炭化物(草本類)",NA,FALSE
"Other Charred Remains","炭化物(菌核?)",NA,FALSE
"Other Charred Remains","炭化物(食物残渣)",NA,FALSE
"Soil","炭化物を含むローム",NA,FALSE
"Soil","炭化物を含む土",NA,FALSE
"Soil","炭化物を含む土壌",NA,FALSE
"Soil","炭化物混じりシルト",NA,FALSE
"Soil","炭化物混じり土壌",NA,FALSE
"Soil","炭化物混じり有機質土壌",NA,FALSE
"Soil","炭化物混じり泥",NA,FALSE
"Soil","炭化物混じり粘土",NA,FALSE
"Soil","炭化物混り土壌",NA,FALSE
"Soil","炭化物混土(№35)",NA,FALSE
"Other Charred Remains","炭化物片",NA,FALSE
"Other Charred Remains","炭化物粒",NA,FALSE
"Charred Seed","炭化球果(マツ属複維管束亜属)",NA,FALSE
"Charred Seed","炭化球根",NA,FALSE
"Charred Seed","炭化球根(ユリ科ネギ属)",NA,FALSE
"Wood","炭化稈(タケ亜科)",NA,FALSE
"Charred Seed","炭化種子",NA,TRUE
"Seed","炭化種子",NA,TRUE
"Charred Seed","炭化種子　アズキ",NA,FALSE
"Charred Seed","炭化種子　オオムギ",NA,FALSE
"Charred Seed","炭化種子　クルミ核片",NA,FALSE
"Charred Seed","炭化種子　クルミ殻片",NA,FALSE
"Charred Seed","炭化種子　コナラ属",NA,FALSE
"Charred Seed","炭化種子?",NA,FALSE
"Charred Seed","炭化種子(アサ)",NA,FALSE
"Charred Seed","炭化種子（アワまたはヒエの胚乳）",NA,FALSE
"Charred Seed","炭化種子(イネ･玄米)",NA,FALSE
"Charred Seed","炭化種子(イネ:玄米)",NA,FALSE
"Charred Seed","炭化種子(イネ)",NA,FALSE
"Charred Seed","炭化種子（イネ）",NA,FALSE
"Charred Seed","炭化種子(オオムギ)",NA,FALSE
"Charred Seed","炭化種子(オニグルミ?)",NA,FALSE
"Charred Seed","炭化種子(オニグルミ)",NA,FALSE
"Charred Seed","炭化種子(オニグルミ核)",NA,FALSE
"Charred Seed","炭化種子(カキ)",NA,FALSE
"Charred Seed","炭化種子（キハダ果実）",NA,FALSE
"Charred Seed","炭化種子(クヌギの実)",NA,FALSE
"Charred Seed","炭化種子(クヌギ子葉)",NA,FALSE
"Charred Seed","炭化種子(クリ)",NA,FALSE
"Charred Seed","炭化種子(クルミ)",NA,FALSE
"Charred Seed","炭化種子（クルミ）",NA,FALSE
"Charred Seed","炭化種子（クルミ内果皮）",NA,FALSE
"Charred Seed","炭化種子（クルミ属）",NA,FALSE
"Charred Seed","炭化種子（クルミ核）",NA,FALSE
"Charred Seed","炭化種子(クルミ類の核)",NA,FALSE
"Charred Seed","炭化種子（コナラ属）",NA,FALSE
"Charred Seed","炭化種子(コナラ属子葉)",NA,FALSE
"Charred Seed","炭化種子(コナラ属炭化子葉)",NA,FALSE
"Charred Seed","炭化種子(コムギ)",NA,FALSE
"Charred Seed","炭化種子(コムギ胚乳)",NA,FALSE
"Charred Seed","炭化種子（サクラ属）",NA,FALSE
"Charred Seed","炭化種子(ササゲ属アズキ亜属アズキ型)",NA,FALSE
"Charred Seed","炭化種子(ササゲ属アズキ近似種)",NA,FALSE
"Charred Seed","炭化種子(ササゲ属近似種)",NA,FALSE
"Charred Seed","炭化種子（スモモ核）",NA,FALSE
"Charred Seed","炭化種子(ソバ)",NA,FALSE
"Charred Seed","炭化種子(トチノキ)",NA,FALSE
"Charred Seed","炭化種子(トチノキ炭化子葉)",NA,FALSE
"Charred Seed","炭化種子(トチノキ種子)",NA,FALSE
"Charred Seed","炭化種子(ドングリ)",NA,FALSE
"Charred Seed","炭化種子(ヒエあるいはアワ)",NA,FALSE
"Charred Seed","炭化種子（ヒエ属）",NA,FALSE
"Charred Seed","炭化種子(ブドウ属)",NA,FALSE
"Charred Seed","炭化種子（ブドウ科）",NA,FALSE
"Charred Seed","炭化種子(マメ類)",NA,FALSE
"Charred Seed","炭化種子(モモ)",NA,TRUE
"Seed","炭化種子(モモ)",NA,TRUE
"Charred Seed","炭化種子(モモ核)",NA,FALSE
"Charred Seed","炭化種子（不明）",NA,FALSE
"Charred Seed","炭化種子（堅果）",NA,FALSE
"Charred Seed","炭化種子(米)",NA,FALSE
"Charred Seed","炭化種子(豆)",NA,FALSE
"Charred Seed","炭化種子（鱗茎(球根)）",NA,FALSE
"Peat","炭化種子混じり泥炭",NA,FALSE
"Charred Seed","炭化種実",NA,TRUE
"Seed","炭化種実",NA,TRUE
"Charred Seed","炭化種実?",NA,FALSE
"Charred Seed","炭化種実(アカガシ亜属)",NA,FALSE
"Charred Seed","炭化種実(アサ)",NA,FALSE
"Charred Seed","炭化種実(アズキ炭化種子)",NA,FALSE
"Charred Seed","炭化種実(アズキ種子)",NA,FALSE
"Charred Seed","炭化種実(アズキ類種子)",NA,FALSE
"Charred Seed","炭化種実(アワ)",NA,FALSE
"Charred Seed","炭化種実（アワ果実）",NA,FALSE
"Charred Seed","炭化種実(アワ炭化種子)",NA,FALSE
"Charred Seed","炭化種実(イチイガシ　子葉)",NA,FALSE
"Charred Seed","炭化種実(イチイガシ)",NA,FALSE
"Charred Seed","炭化種実(イチイガシ子葉)",NA,FALSE
"Charred Seed","炭化種実(イチイガシ子葉片)",NA,FALSE
"Charred Seed","炭化種実(イチイガシ果皮･子葉)",NA,FALSE
"Charred Seed","炭化種実(イヌガヤ炭化種子)",NA,FALSE
"Charred Seed","炭化種実(イネ･胚乳･穎)",NA,FALSE
"Charred Seed","炭化種実(イネ･胚乳)",NA,FALSE
"Charred Seed","炭化種実(イネ)",NA,FALSE
"Charred Seed","炭化種実（イネ）",NA,FALSE
"Charred Seed","炭化種実(イネ果実)",NA,FALSE
"Charred Seed","炭化種実(イネ炭化種子)",NA,FALSE
"Charred Seed","炭化種実(イネ炭化穎果)",NA,FALSE
"Charred Seed","炭化種実(イネ炭化胚乳)",NA,FALSE
"Seed","炭化種実(イネ科)",NA,FALSE
"Charred Seed","炭化種実(イネ科イネ属)",NA,FALSE
"Charred Seed","炭化種実(イネ種子)",NA,FALSE
"Charred Seed","炭化種実(イネ穎果)",NA,FALSE
"Charred Seed","炭化種実(イネ籾)",NA,FALSE
