Phase,PhaseEN
15世紀後半〜17世紀半ば,NA
15世紀末〜17世紀前葉　,NA
15世紀終わり〜16世紀初め,NA
16〜17世紀中頃,NA
1636年〜18世紀前半,NA
1668年〜18世紀前半,NA
16世後半〜17世紀初頭,NA
16世紀,NA
16世紀〜17世紀,NA
16世紀中葉,NA
16世紀中頃,NA
16世紀中頃〜17世紀中頃,NA
16世紀代,NA
16世紀以前,NA
16世紀以降,NA
16世紀初め,NA
16世紀前半,NA
16世紀前半〜17世紀前半,NA
16世紀前半〜後半,NA
16世紀前半頃,NA
16世紀前後,NA
16世紀前葉,NA
16世紀半ば〜後半もしくはそれ以前,NA
16世紀後半,NA
16世紀後半〜17世紀初頭,NA
16世紀末〜17世紀初頭,NA
16世紀末〜17世紀前半,NA
16世紀末以降,NA
16世紀頃から17世紀頃,NA
1740〜1752年,NA
17世紀,NA
17世紀〜19世紀以降,NA
17世紀中〜後半,NA
17世紀中頃〜20世紀中頃,NA
17世紀前半,NA
17世紀前半以降,NA
17世紀前葉〜中葉以前,NA
17世紀前葉以降,NA
17世紀後〜18世紀代,NA
17世紀後半〜18世紀,NA
17世紀後半〜18世紀前半,NA
17世紀後半頃と18世紀後葉頃,NA
17世紀末〜18世紀初頭,NA
17世紀末〜18世紀前葉,NA
17世紀終末〜18世紀初頭,NA
17世紀頃,NA
18世紀,NA
18世紀中頃,NA
18世紀以前,NA
18世紀初頭以降,NA
18世紀前半,NA
18世紀前半以前(近世以前の可能性有),NA
18世紀後半〜19世紀前半以降,NA
18世紀後半以前,NA
18世紀後半以降,NA
18世紀第3四半期頃,NA
1966年8月31日採取,NA
1966年8月31日採取　上田,NA
1966年9月3日採取　上田,NA
1971年8月採取　上田,NA
1990年採取,NA
19世紀,NA
19世紀中葉以降,NA
19世紀代,NA
1世紀前半,NA
2008/4/30採取冷凍,NA
2008/5/14採取,NA
2008/5/15採取,NA
2a段階以降,NA
2世紀中葉〜4世紀前葉,NA
2世紀前半〜3世紀前半,NA
2世紀前後,NA
3万年前以前,NA
3世紀,NA
3世紀〜5世紀初頭,NA
3世紀中葉〜4世紀前葉,NA
3世紀中頃〜4世紀後半,NA
3世紀中頃〜4世紀末,NA
3世紀前半,NA
3世紀前半〜4世紀中頃,NA
3世紀前後,NA
3世紀後半,NA
3世紀末〜4世紀初頭,NA
4〜5世紀,NA
4〜5世紀代,NA
4世紀,NA
4世紀〜7世紀,NA
4世紀初頭〜前葉,NA
4世紀前半,NA
4世紀前半〜5世紀前半,NA
4世紀前葉,NA
4世紀後半,NA
4世紀後半〜5世紀前葉,NA
4世紀後葉,NA
4世紀頃,NA
5000年前〜5500年前の火山灰,NA
5000年前〜5500年前の火山灰下層,NA
5万年前以上,NA
5世紀,NA
5世紀中葉,NA
5世紀中葉〜6世紀前半,NA
5世紀中頃,NA
5世紀初頭〜6世紀前半,NA
5世紀前半,NA
5世紀前半〜6世紀前半,NA
5世紀前葉,NA
5世紀前葉〜6世紀前葉,NA
5世紀後半,NA
5世紀後半〜6世紀,NA
5世紀後半〜6世紀前半頃,NA
5世紀後葉,NA
5世紀末〜6世紀前半,NA
5世紀末から6世紀初頭,NA
5世紀末葉〜6世紀初頭,NA
6〜7世紀,NA
６〜7世紀,NA
6世紀,NA
6世紀の第4半期,NA
6世紀中葉〜7世紀初頭,NA
6世紀中葉〜後葉,NA
6世紀中葉、7世紀後葉,NA
6世紀代,NA
6世紀前〜中葉,NA
6世紀前半,NA
6世紀前半代,NA
6世紀前葉,NA
6世紀後半,NA
6世紀後半〜7世紀中頃,NA
6世紀後半頃,NA
6世紀後葉,NA
6世紀後葉〜7世紀前葉,NA
6世紀末-7世紀,NA
6世紀末〜7世紀前半,NA
6世紀末から7世紀前半,NA
6世紀末葉,NA
6世紀第1四半期,NA
6世紀第2四半期頃,NA
6世紀第3四半期頃,NA
6世紀終末〜7世紀初頭,NA
6世紀頃,NA
7〜8世紀,NA
7〜8世紀以前,NA
7〜8世紀前半,NA
7〜8世紀前半頃,NA
741〜819年頃,NA
7世紀,NA
7世紀〜8世紀,NA
7世紀中葉,NA
7世紀中葉〜8世紀後半,NA
7世紀中葉〜後葉,NA
7世紀中葉頃〜8世紀前葉頃,NA
7世紀中頃,NA
7世紀中頃〜後半,NA
7世紀代,NA
7世紀代〜8世紀初頭,NA
7世紀以降,NA
7世紀前半,NA
7世紀前半頃,NA
7世紀前葉,NA
7世紀半ば,NA
7世紀半ば〜8世紀半ば,NA
7世紀後半,NA
7世紀後半〜8世紀,NA
7世紀後半〜8世紀中葉,NA
7世紀後半〜8世紀初頭,NA
7世紀後半〜8世紀前半,NA
7世紀後半〜8世紀後半,NA
7世紀後半〜9世紀後半,NA
7世紀後半〜9世紀末頃,NA
7世紀後葉〜8世紀初頭,NA
7世紀末〜8世紀初頭,NA
7世紀末〜8世紀前半,NA
7世紀末〜8世紀前葉,NA
7世紀末以降,NA
7世紀第3四半期頃,NA
7世紀第4四半期〜8世紀第1四半期頃,NA
7世紀頃,NA
8〜10世紀,NA
8〜12世紀,NA
8〜9世紀,NA
8〜9世紀あるいは13〜14世紀,NA
8〜9世紀およびそれ以前,NA
8〜9世紀代,NA
8世紀,NA
8世紀〜10世紀,NA
8世紀〜12世紀,NA
8世紀〜9世紀,NA
8世紀中〜9世紀頃,NA
8世紀中葉,NA
8世紀中葉から9世紀,NA
8世紀中葉から9世紀前半,NA
8世紀中頃〜後半,NA
8世紀中頃から8世紀後半代,NA
8世紀代,NA
8世紀代前半,NA
8世紀初頭,NA
8世紀前半,NA
8世紀前半〜9世紀後半,NA
8世紀前半〜中頃,NA
8世紀前半頃,NA
8世紀前葉,NA
8世紀前葉〜中葉,NA
8世紀後半,NA
8世紀後半〜10世紀,NA
8世紀後半〜10世紀中頃,NA
8世紀後半〜10世紀後半,NA
8世紀後半〜9世紀,NA
8世紀後半〜9世紀中葉,NA
8世紀後半〜9世紀代,NA
8世紀後半〜9世紀初頭,NA
8世紀後半〜9世紀前半,NA
8世紀後半〜9世紀前半または12世紀後半〜14世紀前半,NA
8世紀後半〜9世紀前半頃,NA
8世紀後半〜9世紀後半,NA
8世紀後半～9世紀前半,NA
8世紀後半から9世紀前半,NA
8世紀後半頃,NA
8世紀後葉,NA
8世紀後葉〜9世紀前半,NA
8世紀後葉〜9世紀前葉,NA
8世紀後葉から9世紀前半,NA
8世紀末〜9世紀,NA
8世紀末〜9世紀初頭,NA
8世紀末〜9世紀前半,NA
8世紀末頃から9世紀代,NA
8世紀第2〜3四半期頃,NA
8世紀第2四半期,NA
8世紀第2四半期頃,NA
8世紀第３四半期,NA
8世紀第4四半期〜9世紀第2四半期,NA
8世紀第4四半期頃,NA
8世紀頃,NA
9〜10世紀,NA
9〜11世紀,NA
9世紀,NA
9世紀〜10世紀,NA
9世紀〜11世紀,NA
9世紀中〜後半,NA
9世紀中〜後葉,NA
9世紀中葉,NA
9世紀中葉〜10世紀代,NA
9世紀中葉〜後葉,NA
9世紀中葉から後半,NA
9世紀中頃,NA
9世紀中頃〜11世紀初頭,NA
9世紀中頃以前,NA
9世紀代,NA
9世紀以前,NA
9世紀以降,NA
9世紀初頭,NA
9世紀初頭〜11世紀,NA
9世紀前〜中葉,NA
9世紀前半,NA
9世紀前半〜10世紀初め,NA
9世紀前半〜中頃,NA
9世紀前半代,NA
9世紀前半頃,NA
9世紀前半頃まで,NA
9世紀前葉〜中葉,NA
9世紀半ばすぎ,NA
9世紀半ば原11世紀後半,NA
9世紀後半,NA
9世紀後半〜10世紀,NA
9世紀後半〜10世紀初頭,NA
9世紀後半〜10世紀前半,NA
9世紀後半〜11世紀前半,NA
9世紀後半〜B-Tm降下前,NA
9世紀後半〜末葉,NA
9世紀後半?,NA
9世紀後半(紫コラ),NA
9世紀後半から10世紀初頭,NA
9世紀後半代,NA
9世紀後半以降,NA
9世紀後半頃,NA
9世紀後葉,NA
9世紀後葉〜10世紀初頭,NA
9世紀後葉〜10世紀前葉,NA
9世紀末,NA
9世紀末〜10世紀,NA
9世紀末〜10世紀中葉,NA
9世紀末〜10世紀中頃,NA
9世紀末〜10世紀初め,NA
9世紀末〜10世紀初頭,NA
9世紀末〜10世紀前半,NA
9世紀末〜10世紀前半頃,NA
9世紀末〜10世紀末,NA
9世紀末〜10世紀頃,NA
9世紀末〜11世紀前半,NA
9世紀末以降,NA
9世紀末葉〜10世紀初頭,NA
9世紀末葉〜10世紀前半,NA
9世紀末葉から10世紀初頭,NA
9世紀末葉頃よりは古い,NA
9世紀第1〜2四半期頃,NA
9世紀第2〜3四半期,NA
9世紀第2四半期,NA
9世紀第3四半期,NA
9世紀第4四半期,NA
9世紀頃,NA
A.D.200〜300,NA
A.D.3〜4世紀,NA
As-YP上位,NA
ATより上位,NA
AT降灰前後,NA
B-Tm降灰時期(947年),NA
Ⅰ-1,NA
Ⅰ-1?,NA
Ⅰ-1期,NA
Ⅰ-2,NA
Ⅰ-2?,NA
Ⅰ-2(～3)期,NA
Ⅰ-2期,NA
Ⅰ-4期,NA
Ⅰ-Ⅱ期遠賀川,NA
Ⅰ(新）,NA
Ⅰ(新)/水神式並行,NA
Ⅲ-1期,NA
Ⅲ-2期,NA
Ⅲ-2期(中山Ⅲ式）,NA
Ⅲ新期～Ⅳ期,NA
Ⅲ期,NA
Ⅲ期円筒埴輪,NA
Ⅲ期古,NA
Ⅲ期新,NA
Ⅱ期,NA
Ⅱ期（中山Ⅲ式）,NA
Ⅱ期後半～Ⅲ期初,NA
Ⅳ-1期,NA
Ⅳ期,NA
Ⅳ様式,NA
Ⅰ中,NA
Ⅰ期,NA
Ⅰ期（～Ⅱ期）,NA
Ⅰ期（a～b),NA
Ⅰ期（中山Ⅱ式),NA
Ⅰ期（中山Ⅱ式）,NA
Ⅰ期中,NA
Ⅰ期中～新,NA
Ⅰ期前半,NA
Ⅰ期前半か,NA
Ⅰ期古,NA
I群5類東海系北裏CⅡ式,NA
K-Ah降下以降,NA
TK73型式期,NA
V-1～九重式,NA
Ⅴ-2様式,NA
V-4期,NA
V-4期(庄内式）,NA
Ⅴb層,NA
V後葉,NA
Ⅴ期,NA
V末～庄内,NA
ナイフ型石器文化期,NA
ホッケ澗〜堂林式,NA
ホッケ澗式,NA
一条突帯文土器,NA
三万田式,NA
三十稲場式,NA
三十稲場式新段階,NA
上ノ国式（大洞B-C式併行）,NA
上の坊式,NA
上之坊式,NA
上加世田式,NA
上山田･天神山式,NA
上山田式,NA
上山田式～天神山式,NA
上山田系,NA
上菅生B～下黒野式,NA
上菅生Ｂ式古,NA
上菅生B式直前,NA
下吉井式,NA
下城式,NA
下城式（須玖Ⅱ式）,NA
下城式（須玖Ⅰ併行）,NA
下大隈～西新式,NA
下大隈式,NA
下大隈式併行,NA
下大隈式古,NA
下大隈式新,NA
下大隈式新併行,NA
下志村２式,NA
下総編年Ⅱa期,NA
下野式,NA
下野式（大洞C2-1)式,NA
下野式（大洞C2-2)式,NA
下野式後半,NA
下黒野式,NA
不明,NA
不明(大洞C2式？),NA
不明(船元Ⅲ式),NA
不明(船元Ⅳ～里木Ⅰ式),NA
不明船元新式),NA
中ノ沢式,NA
中世の攪乱あり,NA
中屋3式,NA
中屋3式(南522b),NA
中屋Ⅱ式,NA
中屋Ⅰ式,NA
中屋式（大洞B-C2?)式,NA
中屋式（大洞C1-1)式,NA
中屋式（大洞C1-2式）,NA
中屋式（大洞C2-1)式,NA
中山Ⅰ～Ⅱ式併行,NA
中山Ⅰ式併行,NA
中岳Ⅱ式土器,NA
中岳式土器,NA
中期Ⅲ期,NA
中期尖底条痕文土器,NA
中期条痕文土器,NA
中津Ⅰ式古段階,NA
中津式,NA
中津野〜上能野式土器,NA
中津野式,NA
中津野式・上熊野式,NA
中津野式土器,NA
中越式,NA
中道式,NA
中里式,NA
串田新Ⅰ-Ⅱ,NA
串田新Ⅰ式,NA
丸尾式（北久根～西平式併行）,NA
丸尾式土器,NA
久ヶ原式,NA
久ケ原式,NA
久浜衛尾根式,NA
九重式,NA
亀ノ甲Ⅱ式,NA
亀ノ甲Ⅰ式,NA
亀ノ甲式古,NA
亀ノ甲式古（板付Ⅱa併行）,NA
亀川上層式,NA
二日市７文化層？,NA
二日市Ⅱa式,NA
二枚橋式,NA
二枚橋式〜恵山Ⅰa式,NA
二枚橋式期,NA
五所式,NA
五貫森式,NA
五領Ⅰ式,NA
五領ヶ台1式,NA
五領ヶ台2a式,NA
五領ヶ台2b式,NA
五領ヶ台2式,NA
五領ヶ台Ⅱa式,NA
五領ヶ台Ⅱb式？,NA
五領ヶ台Ⅱ式,NA
五領ヶ台Ⅰ式,NA
五領ヶ台式,NA
五領ヶ第Ⅱa式,NA
五領ヶ第Ⅱb式,NA
五領式,NA
五領式，4世紀初頭,NA
五領式土器伴出,NA
五領式期,NA
五領式期，4世紀後半,NA
"五領式期,5世紀",NA
井口Ⅱ式,NA
井口Ⅱ式前半,NA
井口Ⅱ式後半,NA
井戸尻1式,NA
井戸尻Ⅰ〜Ⅱ式,NA
井戸尻Ⅲ式,NA
井戸尻古式,NA
井戸尻式,NA
井戸尻式(新）,NA
井戸尻式～勝坂3式,NA
井戸尻新式,NA
今和泉式,NA
仲道A段階,NA
佐波･極楽寺式,NA
佐波式,NA
倉岡Ⅱ式,NA
倉岡Ⅰ式,NA
元住吉山Ⅰ式,NA
元刈谷式,NA
元刈谷式（新）,NA
入佐式,NA
入佐式土器,NA
入来Ⅱ式,NA
入来Ⅱ式土器,NA
"入来Ⅰ式　
甕形土器",NA
入来式,NA
入来式土器,NA
入海～上ノ山式,NA
入海Ⅱ式,NA
入海Ⅰ式,NA
八幡堂2群段階,NA
八幡堂3群から二枚橋式,NA
八幡平2群から3群段階,NA
八幡平3群段階,NA
八日市新保2式,NA
八日市新保Ⅱ式,NA
八日市新保Ⅰ式,NA
八日市新保式,NA
八日市新保式〜御経塚式,NA
八辺4式,NA
兼久式,NA
"兼久式土器
5世紀前半〜6世紀中頃",NA
"兼久式土器
6世紀中頃〜6世紀末",NA
"兼久式土器
6世紀中頃〜7世紀前半",NA
"兼久式土器
6世紀前半〜7世紀前半",NA
兼久式土器　4世紀中頃,NA
円形粘土帯土器,NA
円筒上2a式段階,NA
円筒上層～榎林,NA
円筒上層a,NA
円筒上層a〜c式,NA
円筒上層a1式,NA
円筒上層a式,NA
円筒上層a式より以前（芦野2群）,NA
円筒上層a式新,NA
円筒上層a式期,NA
円筒上層b〜c･大木7b式,NA
円筒上層b～c・大木7b式,NA
円筒上層b式,NA
円筒上層C〜D式,NA
円筒上層c.d式,NA
円筒上層c式,NA
円筒上層c式期,NA
円筒上層d・e式,NA
円筒上層d･e式,NA
円筒上層d～e式？,NA
円筒上層d式,NA
円筒上層d式期,NA
円筒上層e〜大木8b式,NA
円筒上層e･大木8b式,NA
円筒上層e～大木8b式,NA
円筒上層e式,NA
円筒上層e式？,NA
円筒上層e式期,NA
円筒上層式,NA
円筒下層,NA
円筒下層a?式,NA
円筒下層a式,NA
円筒下層a式･大木2b式,NA
円筒下層a式～芦野2群,NA
円筒下層b～円筒下層d式,NA
円筒下層b2式,NA
円筒下層b式,NA
円筒下層b式期,NA
円筒下層c〜d式,NA
円筒下層c式期,NA
円筒下層d1式,NA
円筒下層d1式期,NA
円筒下層d2～円筒下層d式,NA
円筒下層d2式,NA
円筒下層D2式,NA
円筒下層d2式期,NA
円筒下層d式,NA
円筒下層d式か,NA
円筒下層d式期,NA
円筒下層式,NA
最花,NA
最花～大木10,NA
最花式,NA
最花式、大木10式,NA
最花式期,NA
判ノ木山西式,NA
刻目突帯文土器,NA
前期,NA
前期円筒下層d,NA
前期最古,NA
前期前葉,NA
前池式,NA
前池式併行,NA
前浦式,NA
加工土器片,NA
加曽利B#式〜曽谷式,NA
加曽利B1,NA
加曽利B1〜B2式併行,NA
加曽利B1式,NA
加曽利B1式(中）,NA
加曽利B1式(十腰内2式・宮戸1b式),NA
加曽利B1式(十腰内2式),NA
加曽利B1式（古）,NA
加曽利B1式並行期,NA
加曽利B1式前半,NA
加曽利B1式後半,NA
加曽利B1式後半（馬替式）,NA
加曽利B1式後半～B2式前半,NA
加曽利B1式期,NA
加曽利B2〜B3式,NA
加曽利B2～B3式,NA
加曽利B2式,NA
加曽利B2式?,NA
加曽利B2式（南東北系）,NA
加曽利B2式～B3式,NA
加曽利B2式並行期,NA
加曽利B2式前半,NA
加曽利B2式後半,NA
加曽利B2式後半〜B3式,NA
加曽利B2式後半～B3,NA
加曽利B2式後半～加曽利B3式,NA
加曽利B2後半～B3式,NA
加曽利B3式,NA
加曽利B3式（高井東式）,NA
加曽利B3式～曽谷式,NA
加曽利B3式並行期,NA
加曽利BⅠ式,NA
加曽利B式,NA
加曽利B式～曽谷式,NA
加曽利B式併行,NA
加曽利B式併行～宝ケ峰2式,NA
加曽利E1〜E2,NA
加曽利E1古,NA
加曽利E1式,NA
加曽利E1新,NA
加曽利E2,NA
加曽利E2式,NA
加曽利E3〜4,NA
加曽利E3〜4式古段階,NA
加曽利E3～4式,NA
加曽利E3式,NA
加曽利E3式新段階からE4式古段階,NA
加曽利E4,NA
加曽利E4またはⅤ式,NA
加曽利E4式,NA
加曽利EⅠ-Ⅱ式,NA
加曽利EⅠ〜Ⅱ式,NA
加曽利EⅡ,NA
加曽利EⅡ、曽利Ⅲ,NA
加曽利EⅢ式期,NA
加曽利EⅡ式,NA
加曽利EⅡ式土器,NA
加曽利EⅣ式,NA
加曽利EⅠ式,NA
加曽利EⅠ式古段階,NA
加曽利EⅠ新式古相,NA
加曽利E式,NA
加曽利E式または勝坂式,NA
加曽利E式土器伴出,NA
加曾利B1〜2式,NA
加曾利BⅡ式,NA
加曾利B式,NA
加曾利EⅢ式,NA
加曾利EⅣ式,NA
加曾利EⅠ式,NA
加曾利E式,NA
加曾利E期,NA
加栗山ファジー,NA
加栗山式,NA
加栗山式？,NA
加栗山式土器,NA
勝坂？,NA
勝坂1,NA
"勝坂12〜3,焼町",NA
勝坂1式,NA
勝坂１式,NA
勝坂1式新期,NA
勝坂2,NA
勝坂2a式期,NA
勝坂2b～曽利Ⅱ式？,NA
勝坂2b式,NA
勝坂2b式期,NA
勝坂2式,NA
勝坂2式古期,NA
勝坂3,NA
勝坂3-曽利Ⅱ,NA
勝坂3a式,NA
勝坂3a式/焼町土器,NA
勝坂3b式,NA
勝坂3式,NA
勝坂3式/焼町系,NA
勝坂3式新,NA
勝坂3式末,NA
勝坂Ⅲ式,NA
勝坂Ⅱ式,NA
勝坂式,NA
勝坂式〜阿玉台式,NA
勝坂式･加曽利E式堀之内式,NA
勝坂式初葉〜前葉,NA
勝坂式新段階,NA
勝坂式終末,NA
勝坂期,NA
北久根山式,NA
北大Ⅰ,NA
北大Ⅱ式,NA
北大Ⅰ式,NA
北大Ⅰ式（オホーツク）,NA
北屋敷式,NA
北白川C式,NA
北白川Ⅲ式,NA
北白川Ⅱ式,NA
北白川下層Ⅰb式,NA
北白川下層Ⅱa式,NA
北白川下層Ⅱb式,NA
北白川下層Ⅱc式,NA
北白川下層Ⅱc式(新?),NA
北白川下層Ⅱc式(新),NA
北白川下層Ⅲ式,NA
北白川下層Ⅱ式,NA
北白川下層Ⅰ式,NA
北白川下層式,NA
北筒Ⅲ～Ⅴ式,NA
北筒Ⅴ式,NA
北裏C式,NA
十三塚式期,NA
十三菩堤,NA
十三菩提2式,NA
十三菩提c4式,NA
十三菩提式,NA
十三菩提式期,NA
十腰内1式,NA
十腰内1式（古）,NA
十腰内2式(加曽利B1式併行),NA
十腰内3-4式,NA
十腰内3式,NA
十腰内4～5式,NA
十腰内5式,NA
十腰内5式以降,NA
十腰内5式直後,NA
十腰内Ⅰb式,NA
十腰内Ⅲ式期,NA
十腰内Ⅱ式併行,NA
十腰内Ⅳ式期,NA
十腰内Ⅰ式,NA
十腰内Ⅰ式期,NA
十腰内Ⅴ式,NA
十腰内式,NA
半精製深鉢,NA
南三十稲場式,NA
南三十稲葉式,NA
南三十稲葉式（古）,NA
南三十稲葉式（新）,NA
南十三稲場式,NA
南小泉Ⅱ式,NA
南小泉式,NA
南福寺式,NA
原山式,NA
原山式（山の寺式新）,NA
原山式（板付Ⅰ式新併行）,NA
取組式,NA
口酒井式,NA
古串田新式,NA
古和田台,NA
古墳終末,NA
古府Ⅱ式,NA
古府式,NA
吉田式,NA
吹上I中,NA
吹上I古,NA
吹上I古～中,NA
和泉式,NA
和泉式土器伴出,NA
和泉式期，6世紀,NA
咲畑式,NA
嘉徳式土器,NA
地蔵池式（須和田式併行）,NA
城ノ越～須玖Ⅰ式,NA
城ノ越式,NA
城の越式または須玖Ⅰ式古,NA
城ノ越式併行,NA
堀之内1式,NA
堀之内1式?,NA
堀之内1式(古）,NA
堀之内1式（新),NA
堀之内1式（新）,NA
堀之内1式～2式(新）,NA
堀之内1式並行期,NA
堀之内1式期,NA
堀之内1新式,NA
堀之内1期,NA
堀之内2,NA
堀之内2式,NA
堀之内2式（中）？,NA
堀之内2式中段階,NA
堀之内2式新段階,NA
堀之内2式期,NA
堀之内Ⅱ式,NA
堀之内Ⅱ式〜加曽利BⅠ式,NA
堀之内Ⅰ式,NA
堀之内Ⅰ式･十腰内Ⅰ式,NA
堀之内Ⅰ式期,NA
堀之内式,NA
堀之内式~安行3B式,NA
堀之内式期,NA
堀之内期,NA
堂林式,NA
塚田式,NA
塞ノ神Bｄ式,NA
塩屋式,NA
変形工字文　（下大隈式新）,NA
夏島Ⅱ式,NA
多縄文,NA
多縄文系土器,NA
夜臼Ⅱa式,NA
夜臼Ⅱａ式,NA
夜臼Ⅱa式？,NA
夜臼Ⅱa式板付祖型甕,NA
夜臼Ⅱb式,NA
夜臼Ⅱｂ式,NA
夜臼Ⅱb式併行,NA
夜臼Ⅱ式,NA
夜臼Ⅰ式,NA
夜臼Ⅰ式新,NA
大和1-2a期,NA
大和Ⅰ-1-a期,NA
大和Ⅰ-1期,NA
大和Ⅰ-2-a期,NA
大和Ⅰ-2-b期,NA
大和Ⅰ-2a期,NA
大和Ⅱ-1-b期,NA
大和Ⅱ-2期,NA
大和Ⅲ-1期,NA
大和Ⅲ-2期,NA
大和Ⅲ-3-2期,NA
大和Ⅲ-3期,NA
大和Ⅲ-4期,NA
大和Ⅳ-1期,NA
"大和Ⅳ-2,Ⅳ-1期",NA
大和Ⅳ-2期,NA
大和Ⅴ-1期,NA
大和Ⅴ-2～Ⅵ-1期,NA
大和Ⅵ-3期,NA
大安在B式,NA
大室スコリア,NA
大川式,NA
大平A式,NA
大当原式,NA
大木1〜2b式,NA
大木10,NA
大木10a式,NA
大木10c式,NA
大木10式,NA
大木10式(中）,NA
大木10式（新）,NA
大木10式または後期初頭,NA
大木10式並行,NA
大木10式中段階,NA
大木10式以降,NA
大木10式併行,NA
大木10式併行～後期初頭,NA
大木10式前後,NA
大木10式古段階,NA
大木10式式,NA
大木10式新,NA
大木10式新段階,NA
大木10式期,NA
大木10新,NA
大木10新式,NA
大木2a式,NA
大木2a式並行,NA
大木2式,NA
"大木3,4式",NA
大木3式,NA
大木4〜5式,NA
"大木4,5a式",NA
大木4式,NA
大木5〜6式,NA
大木5a式,NA
大木5b式,NA
大木5または6式,NA
